,account_value
0,1443686.3633232117
1,1449191.0270205243
2,1455960.8185923635
3,1455370.979143802
4,1455993.6092609486
5,1459056.7496865825
6,1467852.7132886183
7,1472108.658593687
8,1470488.5873043467
9,1470597.4643937524
10,1473911.44300406
11,1478641.5351759503
12,1485142.9116411104
13,1490373.8965411668
14,1492324.2582356122
15,1498114.3165895306
16,1494765.6028544991
17,1500624.8708261289
18,1506268.9730636019
19,1495459.0589019237
20,1497020.809646459
21,1495007.1901981756
22,1495493.6081201802
23,1492589.3536185564
24,1486749.912556936
25,1488559.440590781
26,1491131.6865430973
27,1475194.6743097072
28,1479986.5573368901
29,1488405.0146361624
30,1486567.969647616
31,1468440.6830390012
32,1481214.6662248666
33,1472292.4499758866
34,1480089.1154673083
35,1489343.3123113627
36,1486760.5983977946
37,1489170.8520467405
38,1487009.292962448
39,1502942.165083973
40,1499177.3700876543
41,1511043.2844100373
42,1512531.6873839993
43,1512969.8662071337
44,1512513.5407332412
45,1519821.1097532886
46,1530905.2147544522
47,1540292.2453183595
48,1540196.1496004364
49,1543616.0891480676
50,1553899.4262622942
51,1540434.830491476
52,1551858.9770555121
53,1561018.9232966362
54,1561152.6144608383
55,1580269.1894667957
56,1577361.3313838048
57,1572903.022303254
58,1568108.0450333077
59,1572472.6294824092
60,1570603.4658896646
61,1564594.1316657353
62,1590700.3304755741
