,rewards
0,3152.7474756476004
1,-1395.3164618476294
2,-5182.675602516858
3,11495.614544892218
4,-1580.4418101087213
5,8567.707606864395
6,5058.962297087302
7,8457.011709050275
8,-9385.587054950884
9,13063.165504829027
10,7354.473844469758
11,-688.4405743279494
12,-9219.66469837632
13,6726.2244642947335
14,18172.389430145966
15,-1402.7178112959955
16,-12643.221704032272
17,4608.733769646613
18,14450.197570675518
19,-12750.860588928685
20,-9511.592430971097
21,3786.8909541612957
22,-11335.040119367884
23,13166.022930175764
24,18642.704771251418
25,-1385.2581261205487
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,-631.4678763158154
42,-86.21435951068997
43,252.39287176681682
44,-502.8288081306964
45,-139.9486220306717
46,16.865935921203345
47,562.1668104773853
48,-873.0837475382723
49,-1198.792160677258
50,-1752.695589517476
51,5952.567395072896
52,-20718.629415024305
53,-4943.990520774387
54,1804.639990682248
55,-766.5099811442196
56,0.0
57,0.0
58,1032.994342577178
59,-986.7785212923773
60,-703.788119900506
61,740.4850202319212
