,rewards
0,-1359.9852012882475
1,-1169.3549162680283
2,-2558.5250419217627
3,6443.490888201632
4,3549.852525067283
5,-2616.6484109696466
6,-17142.01868670457
7,-6732.2106980481185
8,-14230.805112523725
9,-1434.4713570813183
10,5090.980375376064
11,30440.503418458626
12,855.5863499860279
13,5070.586577615002
14,13361.88204014441
15,-11094.194085362833
16,-21943.13708550739
17,-5828.975428987062
18,-1222.0041045947
19,-41899.091534529114
20,28302.33384315879
21,4325.339698869502
22,31915.642436629394
23,-7144.718448236119
24,-12381.413708076114
25,12618.798354883213
26,-48972.93815047317
27,9323.774549502414
28,21712.84109388478
29,24165.478179440368
30,9573.332370610442
31,14697.737378697842
32,2329.6601787258405
33,-40948.6888069422
34,21327.66569973575
35,45.60042930627242
36,10556.591994140996
37,20610.421767809195
38,1109.5397429880686
39,-11801.426305466332
40,18613.780912831193
41,9839.133428303525
42,6187.626110079465
43,-10228.480120303808
44,-9154.904888995923
45,7890.692631033249
46,9046.337248769822
47,588.056826221291
48,-4678.154018666595
49,7470.958937890129
50,-5869.279387021903
51,-5093.162531036418
52,-19071.88560773991
53,1819.8761837524362
54,-9650.802144095302
55,12177.759581996594
56,-352.35315636359155
57,-17061.35247508739
58,11581.712015345227
59,-16345.787330162711
60,-37773.7221050791
61,15158.988324223086
