,account_value
0,1861357.875
1,1859931.5828488702
2,1866956.296422354
3,1870170.878425666
4,1868125.1141767465
5,1882886.1338355443
6,1879277.5807322979
7,1886731.4284639969
8,1886086.2275479184
9,1885198.3065131013
10,1879831.6908437063
11,1886843.5745117709
12,1884485.0869161836
13,1891802.831898009
14,1896389.6313798148
15,1894708.699918047
16,1904106.4377701068
17,1898946.1833008528
18,1883143.4217793345
19,1881929.4986922063
20,1887870.2269012737
21,1880185.1394785666
22,1882137.4029370327
23,1890174.7900352485
24,1893299.123928558
25,1878195.9950183784
26,1872692.793359014
27,1877889.9754890949
28,1882014.5822789057
29,1902260.4150202041
30,1893326.743259796
31,1892419.4322217135
32,1888267.0662024254
33,1889161.255712911
34,1887381.997483965
35,1896738.9921834462
36,1903743.2901652744
37,1912923.3117460706
38,1926819.566698891
39,1938934.2128148046
40,1949372.7989104239
41,1938804.428364243
42,1961432.9965191423
43,1975892.6372357048
44,1965063.8402930768
45,1955683.1583889262
46,1879171.1434967727
47,1892732.2699070782
48,1889296.4223793396
49,1936756.0567159066
50,1928827.0799438357
51,1929813.8902443075
52,1915570.6284963475
53,1925376.8946558216
54,1926820.8569768565
55,1878889.6160211856
56,1897725.49668435
57,1858980.3205585033
58,1886735.8419564853
59,1905387.4604911578
60,1917005.812604618
61,1921022.55533205
62,1946141.8732423456
