,account_value
0,1137180.4748795033
1,1146604.2584517135
2,1162724.5685776803
3,1155849.049256184
4,1153595.9732200673
5,1152642.6168663313
6,1132451.4104862018
7,1128774.4945908515
8,1126834.1528283115
9,1130771.9997660746
10,1122244.3412829393
11,1182544.7989424039
12,1192249.2867538224
13,1197230.9258900452
14,1212512.821412497
15,1217562.919091098
16,1216676.3466380176
17,1221668.6755037361
18,1221911.3958997112
19,1217088.4258240042
20,1214600.885969507
21,1202535.286529233
22,1196593.0981643046
23,1196631.8950031116
24,1197316.2869423404
25,1227420.893973889
26,1231415.9831384122
27,1237654.2766257194
28,1222216.357755258
29,1239470.2748200658
30,1238230.807639266
31,1238230.807639266
32,1238230.807639266
33,1238230.807639266
34,1238230.807639266
35,1238230.807639266
36,1237525.2570128925
37,1239808.7102288727
38,1240237.0112639908
39,1233608.0938409334
40,1231483.8116867547
41,1229504.760450793
42,1229065.5977729326
43,1231745.0011231906
44,1230212.5334374912
45,1210719.43816697
46,1222484.655104035
47,1221548.3560794531
48,1224778.2793697058
49,1237773.3386310278
50,1240759.0224593817
51,1234491.9512780844
52,1245456.4021886527
53,1246526.7051280676
54,1246319.4276918112
55,1250586.0515025794
56,1248526.393388146
57,1245762.55174672
58,1247488.6572879492
59,1250576.6896442114
60,1236098.783293122
61,1225910.3420194327
62,1219248.491776818
