,rewards
0,5601.711314773187
1,-175.45986909838393
2,0.0
3,1725.8985887526069
4,-180.1431602477096
5,0.0
6,3423.877240276197
7,-183.222616863437
8,0.0
9,0.0
10,-2221.6909936906304
11,-1056.6800063133705
12,6214.4641907687765
13,11951.040018844651
14,-17857.71904220595
15,-6752.261563968612
16,21801.076899051433
17,1968.2594393729232
18,-3160.2526778792962
19,13705.5495383034
20,6596.596920967102
21,-13633.540392875671
22,-1647.8845364646986
23,540.6449275973719
24,3915.5006793020293
25,5863.6724309921265
26,874.7975906368811
27,6764.51956205396
28,6418.661354732234
29,-1187.7874248505104
30,0.0
31,0.0
32,406.50249967561103
33,-197.6458525659982
34,0.0
35,-589.8144603723194
36,-369.82707853312604
37,3196.4182514189743
38,-596.1273857119959
39,-549.4304838180542
40,-1322.8824515342712
41,-5608.550480842823
42,176.99037313461304
43,12627.777409935137
44,7913.255673313048
45,12883.549516677856
46,-1590.5723299025558
47,3021.9190607299097
48,20045.21160828881
49,4879.166753768921
50,5327.240580558777
51,25744.906752586365
52,-29404.26828956604
53,4633.295985221863
54,13085.98539352417
55,-299.0852813720703
56,10928.410834312439
57,18547.889419555664
58,15279.351794242859
59,-1699.9664974212646
60,6095.08198928833
61,-1647.5307302474976
