,account_value
0,1608205.5
1,1610123.3050009727
2,1609926.2381295203
3,1609327.8684130665
4,1609127.3926072118
5,1609127.3926072118
6,1609127.3926072118
7,1609127.3926072118
8,1609127.3926072118
9,1609127.3926072118
10,1609127.3926072118
11,1609127.3926072118
12,1609127.3926072118
13,1609127.3926072118
14,1609127.3926072118
15,1609127.3926072118
16,1609127.3926072118
17,1609127.3926072118
18,1609127.3926072118
19,1609127.3926072118
20,1609127.3926072118
21,1609127.3926072118
22,1609127.3926072118
23,1609127.3926072118
24,1609127.3926072118
25,1609127.3926072118
26,1609127.3926072118
27,1609127.3926072118
28,1609127.3926072118
29,1609127.3926072118
30,1609127.3926072118
31,1609127.3926072118
32,1609127.3926072118
33,1609127.3926072118
34,1609127.3926072118
35,1609127.3926072118
36,1609127.3926072118
37,1609127.3926072118
38,1609127.3926072118
39,1609127.3926072118
40,1609127.3926072118
41,1609127.3926072118
42,1609127.3926072118
43,1609127.3926072118
44,1609127.3926072118
45,1609127.3926072118
46,1609127.3926072118
47,1609127.3926072118
48,1609127.3926072118
49,1609127.3926072118
50,1609127.3926072118
51,1609127.3926072118
52,1609127.3926072118
53,1609127.3926072118
54,1609127.3926072118
55,1609127.3926072118
56,1609127.3926072118
57,1609127.3926072118
58,1609127.3926072118
59,1609127.3926072118
60,1609127.3926072118
61,1608627.0167304038
62,1608430.205108547
