,rewards
0,355.0656222321559
1,-70.83812320255674
2,0.0
3,0.0
4,0.0
5,0.0
6,3761.572214992484
7,-764.0255279291887
8,5807.795735615538
9,1396.6264940924011
10,-333.1855019668583
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,-16.585152235114947
22,1760.7914994268212
23,-202.47546848841012
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
