,account_value
0,1620125.0
1,1625726.7113147732
2,1625551.2514456748
3,1625551.2514456748
4,1627277.1500344274
5,1627097.0068741797
6,1627097.0068741797
7,1630520.884114456
8,1630337.6614975925
9,1630337.6614975925
10,1630337.6614975925
11,1628115.9705039018
12,1627059.2904975885
13,1633273.7546883572
14,1645224.794707202
15,1627367.075664996
16,1620614.8141010273
17,1642415.8910000788
18,1644384.1504394517
19,1641223.8977615724
20,1654929.4472998758
21,1661526.044220843
22,1647892.5038279672
23,1646244.6192915025
24,1646785.2642191
25,1650700.764898402
26,1656564.437329394
27,1657439.234920031
28,1664203.754482085
29,1670622.4158368171
30,1669434.6284119666
31,1669434.6284119666
32,1669434.6284119666
33,1669841.1309116422
34,1669643.4850590762
35,1669643.4850590762
36,1669053.670598704
37,1668683.8435201708
38,1671880.2617715898
39,1671284.1343858778
40,1670734.7039020597
41,1669411.8214505254
42,1663803.2709696826
43,1663980.2613428172
44,1676608.0387527524
45,1684521.2944260654
46,1697404.8439427433
47,1695814.2716128407
48,1698836.1906735706
49,1718881.4022818594
50,1723760.5690356283
51,1729087.8096161871
52,1754832.7163687735
53,1725428.4480792074
54,1730061.7440644293
55,1743147.7294579535
56,1742848.6441765814
57,1753777.0550108938
58,1772324.9444304495
59,1787604.2962246924
60,1785904.329727271
61,1791999.4117165594
62,1790351.880986312
