,rewards
0,1104.212179060327
1,-8965.971993274055
2,7757.469045408303
3,-2687.5338460728526
4,1409.7889365777373
5,-1796.7252370889764
6,394.2380931635853
7,-142.6727085330058
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,-460.91134427231736
34,-255.31404872238636
35,-243.6668378652539
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,68.79409024515189
54,-1344.5456986653153
55,-650.8441545197275
56,616.8869879127014
57,3152.811127478257
58,755.1997493586969
59,1732.4158082921058
60,6937.90820824774
61,901.459252522327
