,rewards
0,2942.789617693401
1,-4205.480211928138
2,14761.84518049215
3,6287.700001081335
4,10783.078495237394
5,2067.064602045575
6,5306.034073333722
7,2234.389453763375
8,2960.0403223372996
9,-6233.69319326221
10,10979.36422097776
11,-3860.9761941253673
12,7259.174014099175
13,-6949.325978575973
14,-1592.684523216216
15,-5148.88771541696
16,-3362.8100165228825
17,-5053.1409675932955
18,-15966.876733715879
19,2631.1221360010095
20,5991.552613561042
21,1516.1690842201933
22,3798.9037241160404
23,5179.295472987229
24,-126.86179522890598
25,-11699.744925407926
26,3848.868283934891
27,-3693.427424631547
28,3658.6962507106364
29,-4735.9328861212125
30,2678.801714877016
31,7533.979546647286
32,-4541.837771133985
33,1502.2382671299856
34,1461.1555082881823
35,849.8863094355911
36,685.5835545149166
37,-3975.603389625903
38,6701.827827817993
39,-3254.3434212203138
40,-5607.655206531053
41,-90.8505480310414
42,6034.177420989145
43,3975.092143079033
44,-1792.0593508910388
45,5090.630854835967
46,-22477.211732800817
47,3371.6409043292515
48,-18693.049966892228
49,-2231.283008199418
50,9069.138342928258
51,-6617.6050197220175
52,34.28155985637568
53,-9488.167584997602
54,8447.260060803266
55,1177.273984445259
56,-4432.219594855793
57,-5434.855600683019
58,7649.526219412452
59,17653.93128572288
60,-8437.372959360713
61,6304.911989071406
