,rewards
0,-2832.976245477097
1,7468.110001516761
2,15349.829862291226
3,-1557.1131202136166
4,0.0
5,0.0
6,0.0
7,760.3344415356405
8,-1319.9281372900587
9,545.9695895635523
10,2560.6475947445724
11,818.2407747423276
12,-392.7991946206894
13,0.0
14,0.0
15,0.0
16,0.0
17,-1165.5742417261936
18,-110.87080496619456
19,-4219.013976976741
20,3368.6196647188626
21,-247.54038700344972
22,-230.1116537656635
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
