,rewards
0,6085.838687858661
1,-14707.963709614938
2,4580.234099936322
3,-1162.1129206131445
4,11089.09315598919
5,13654.076102202991
6,1594.9202129786136
7,-2629.07922018494
8,8722.335946856649
9,5233.135459806072
10,-374.6367317393888
11,-4877.196585728088
12,1616.5206282848958
13,456.6442313673906
14,2008.1316387320403
15,4177.633921305649
16,-10504.67137093423
17,-6712.144283465692
18,8117.491181485937
19,-10637.762237137882
20,-5078.321091188001
21,-340.2936799158342
22,6224.19427244016
23,-2191.910815787618
24,13254.410265759332
25,-17554.805976915057
26,2771.184036646504
27,-15062.90011550975
28,9944.101194923162
29,-9096.594633030123
30,-5031.619433053071
31,4480.003716429113
32,3384.0210493127815
33,686.8989432614762
34,9067.897046936094
35,6564.4079694066895
36,-4130.929977359134
37,2141.4243806293234
38,-7827.536730849533
39,-193.1209792146692
40,953.6452161627822
41,-311.9043009482557
42,9791.110709674656
43,1682.457367294468
44,1152.1412565729115
45,-2721.5324462477583
46,-7138.037190352101
47,-5853.477898621582
48,-2468.033302467433
49,-2532.768544372986
50,5817.114585631178
51,722.8482042941032
52,5858.587070823414
53,3443.979349618894
54,-1284.0971462419257
55,11072.14576120535
56,-36134.976129643735
57,-18219.310461534187
58,6428.256768273655
59,18437.004477849696
60,12890.472910012933
61,-606.6383978419472
