,account_value
0,1531559.125
1,1531627.674
2,1531401.929
3,1531401.929
4,1531401.929
5,1531401.929
6,1531401.929
7,1531401.929
8,1531401.929
9,1531401.929
10,1531401.929
11,1531401.929
12,1531401.929
13,1531401.929
14,1531401.929
15,1531401.929
16,1531401.929
17,1531401.929
18,1531401.929
19,1531401.929
20,1531401.929
21,1531401.929
22,1531401.929
23,1531401.929
24,1531401.929
25,1531401.929
26,1531401.929
27,1531401.929
28,1531401.929
29,1531401.929
30,1531401.929
31,1531401.929
32,1531401.929
33,1531401.929
34,1531401.929
35,1531401.929
36,1531401.929
37,1531401.929
38,1531401.929
39,1531401.929
40,1531401.929
41,1531401.929
42,1531401.929
43,1531401.929
44,1531401.929
45,1531401.929
46,1531401.929
47,1531401.929
48,1531401.929
49,1531401.929
50,1531401.929
51,1531401.929
52,1531401.929
53,1531401.929
54,1531401.929
55,1531401.929
56,1531401.929
57,1531377.3900000001
58,1532148.649
59,1535329.409
60,1539969.033
61,1547624.44
62,1543493.27
