,0
608,1622164.7315959253
609,1610429.2377151507
610,1602586.3878210832
611,1603261.882218697
612,1599527.787773369
613,1611747.0576275433
614,1591835.7656856684
615,1593053.804474438
616,1610902.244156639
617,1589092.8236768951
618,1592681.03237772
619,1601394.594291338
620,1611642.8666099915
621,1626426.5986351348
622,1614105.7968836986
623,1605205.227708774
624,1589087.8572074266
625,1600544.1162704024
626,1622375.3865116087
627,1636314.786657555
628,1647936.1399420383
629,1671788.8454808958
630,1673145.1083159484
631,1681279.50158036
632,1694199.842335531
633,1681603.3377869374
634,1654048.7359100138
635,1641109.779554779
636,1647813.7606169602
637,1649464.320909062
638,1654186.1394318626
639,1641918.5472010102
640,1676844.3615847265
641,1678702.2032340975
642,1697737.0237464565
643,1702658.7275656578
644,1691357.9334953688
645,1682690.6965873505
646,1660030.2765342984
647,1662150.0660514508
648,1652098.3738736182
649,1648940.5576086654
650,1608848.9322648093
651,1613794.9303558667
652,1533953.086587467
653,1541464.7512008518
654,1449885.8265831897
655,1518894.7505187988
656,1446726.4811066221
657,1495574.0143361138
658,1510629.6983547339
659,1541497.0982375643
660,1531514.8912979758
661,1532421.0911054395
662,1469907.955448029
663,1448488.037452226
664,1449712.7868990088
665,1493304.414339335
666,1512798.1857684967
667,1493569.171053913
668,1517949.3377238784
669,1553799.2941748144
670,1554387.4689762911
671,1559207.448143737
672,1541410.5738926516
673,1505493.4744596453
674,1488599.8911063108
675,1523605.121841219
676,1504511.427474126
677,1460441.1439093347
678,1473520.235538441
679,1484434.579286628
680,1508276.9067026775
681,1537584.6125435864
682,1551300.0356635766
683,1540328.65896452
684,1538564.0824818702
685,1493093.4248370717
686,1439148.2047056295
687,1455584.919635917
688,1497282.7407318067
689,1517747.6857467117
690,1484782.8487616628
691,1496162.942459193
692,1463181.3053730952
693,1426822.942698357
694,1453628.9681960968
695,1482690.8596727203
696,1512468.7651194308
697,1507713.9951322193
698,1554622.7422504325
699,1552709.0949865305
700,1565870.1967684561
701,1560347.439709797
702,1586983.5905533633
703,1552201.4502683422
704,1563000.3176272882
705,1549534.4613892215
706,1551597.8217578905
707,1591336.5195862604
708,1603449.5366838682
709,1577245.0309568513
710,1597368.5743720343
711,1643278.707206961
712,1646760.2432043045
713,1607686.8241709063
714,1569340.3762502507
715,1593453.5619354665
716,1617884.5519820289
717,1611182.4992757654
718,1619763.1886458853
719,1633775.7340328032
720,1581365.2020159108
721,1593931.6521660127
722,1631399.2040526262
723,1623078.258275599
724,1619371.19390919
725,1587645.693476367
726,1570937.800854747
727,1572545.0021658668
728,1543949.3358451843
729,1540912.2014674162
730,1513717.5938880534
731,1511347.26323875
732,1555023.5926601246
733,1557221.7465954972
734,1625217.7351963357
735,1628296.0307863639
736,1635016.90983228
737,1643849.8821299227
738,1651652.432824134
739,1657610.6293192105
740,1630770.67141793
741,1656934.4750095832
742,1639089.9974828674
743,1626494.0688862726
744,1608934.325563719
745,1613143.072658062
746,1612148.3986474627
747,1597173.2585294321
748,1642298.7890326062
749,1640828.1620450462
750,1652453.3710089952
751,1675947.285205965
752,1676904.6766949526
753,1658497.7072443273
754,1680015.1716799135
755,1667126.354569056
756,1692772.2380590383
757,1694739.602740214
758,1695556.0343376698
759,1692775.4176400874
760,1690834.3142897591
761,1696074.9442083829
762,1699588.130741544
763,1704482.768135
764,1693049.8723635615
765,1703252.0655831934
766,1719141.5796264948
767,1717622.5726069969
768,1739442.8476065083
769,1738990.0743614617
770,1739013.8330113639
771,1746287.7274647998
772,1734768.9626103484
773,1727191.789291459
774,1729162.0981191713
775,1734710.9097432143
776,1745451.2332350237
777,1739644.839041156
778,1759716.0591460872
779,1755793.8506292943
780,1761415.4396568076
781,1763026.6843053657
782,1770481.8948880623
783,1761567.8302961946
784,1767698.6317764858
785,1767604.482803716
786,1759557.2354306967
787,1772212.9490756057
788,1782094.0947112152
789,1777192.348393598
790,1768099.1346277338
791,1779689.199954092
792,1781477.2418722152
793,1784768.4159686083
794,1788850.7501673321
795,1779803.4133693334
796,1790370.329953025
797,1794080.2460580114
798,1795510.974271492
799,1769496.5296967626
800,1780041.6917392702
801,1787049.3906179136
802,1791670.0545171616
803,1790128.8153959913
804,1820410.6456492539
805,1823657.568631283
806,1833460.787058858
807,1829803.4195735788
808,1835462.260034633
809,1824899.4292913098
810,1818110.0541493301
811,1812523.5658176737
812,1814092.0369732755
813,1840482.324772754
814,1836911.097442557
815,1832080.6578713907
816,1836957.879112874
817,1848782.7936960137
818,1855796.581223644
819,1851673.1362847462
820,1827785.1705082594
821,1833826.1353671993
822,1819435.2486353787
823,1790713.700104085
824,1803575.9032243788
825,1820972.4341338458
826,1804288.6859686945
827,1803582.8058691414
828,1834577.3078836298
829,1816096.1850813853
830,1804164.8398249496
831,1812893.0701094992
832,1789795.8010878975
833,1783955.6582558423
834,1806232.1919481647
835,1826577.4040001128
836,1834651.7436873107
837,1829821.3164586597
838,1840213.0147125046
839,1839514.2701539607
840,1833474.649234328
841,1810258.0313830203
842,1814787.0502023003
843,1801275.2897775448
844,1792917.4840967432
845,1794271.687215853
846,1787419.4953332618
847,1770115.7359436096
848,1769415.8398132708
849,1769177.1283757465
850,1750790.3014032615
851,1742987.5372209419
852,1764123.4874175037
853,1770225.6928653875
854,1773103.0330206244
855,1777492.188140265
856,1769374.1496367601
857,1784225.7958579606
858,1767253.022705195
859,1764898.2557296504
860,1723954.6928419366
861,1723177.0821660315
862,1730250.106061401
863,1762384.5023528573
864,1763696.3129392692
865,1781756.6770050675
866,1762557.2216315812
867,1783461.6385520368
868,1773195.3009401814
869,1793109.8734190147
870,1808276.208215986
871,1806279.6870996861
872,1810922.5174521126
873,1814924.2726903013
874,1783826.47437638
875,1791473.5423565644
876,1781351.7869869536
877,1790899.3348053414
878,1800998.48401358
879,1791174.9674779763
880,1814706.9143330632
881,1815885.1151979154
882,1825646.3458450446
883,1821591.2090596631
884,1810669.595174557
885,1808134.1103474614
886,1799429.7394152745
887,1791397.1144818007
888,1793990.2632379662
889,1822415.448446808
890,1810179.1810881717
891,1820288.576555427
892,1832169.0066124382
893,1841294.5612252362
894,1826165.4129126458
895,1806877.8583803957
896,1803011.8683909543
897,1811249.0627045631
898,1846721.8505840502
899,1865328.8526725115
900,1866267.0060336348
901,1853360.0402942516
902,1843693.7467919397
903,1839524.2594315077
904,1863083.2480378824
905,1862967.3127675497
906,1866014.4210052828
907,1864984.5980739288
908,1853608.775267919
909,1855129.032708536
910,1853619.4692940786
911,1854795.3600002262
912,1854518.2611133498
913,1852360.537468946
914,1853808.6040792887
915,1856768.1187231524
916,1845404.263668231
917,1840894.9601056091
918,1822539.1994173883
919,1837007.7074145623
920,1837447.4884853773
921,1834881.4369471637
922,1838988.165839742
923,1821347.6468796802
924,1831959.7872368365
925,1833392.1762052127
926,1845274.4010847646
927,1881702.627795888
928,1878725.3353198613
929,1872262.5792570552
930,1882483.340721942
931,1883744.8333245905
932,1910524.6178771518
933,1903588.3266597553
934,1899743.1631785892
935,1903328.7615280964
936,1908439.4901982246
937,1910245.2202484885
938,1907209.3988478102
939,1909163.927142619
940,1895514.8528876482
941,1891336.0295530353
942,1902592.5672856378
943,1892173.429061611
944,1902778.8450654147
945,1891686.4794787096
946,1899203.146179993
947,1910183.649468615
948,1917623.5968402892
949,1912619.7712534438
950,1899157.247986444
951,1899188.8221347989
952,1894090.582795409
953,1903895.792683814
954,1919977.593634678
955,1931231.066247095
956,1926588.2989463245
957,1916008.4789960156
958,1885087.4539381182
959,1880884.11235207
960,1854060.5210373295
961,1852729.9469860708
962,1851463.5855711375
963,1846803.3588372245
964,1842447.1489167202
965,1853311.8618083678
966,1841406.2731584152
967,1847653.6971853224
968,1864885.870385796
969,1834026.3259046234
970,1821283.9601074113
971,1802731.5200192656
972,1806214.813351889
973,1802159.7507152115
974,1781248.9037123506
975,1772205.6094383043
976,1773268.0201919682
977,1801829.7853678481
978,1807896.1311787968
979,1813978.369675595
980,1838456.0491159377
981,1829540.9662897182
982,1821100.1466809635
983,1835015.5397175222
984,1843044.8028045306
985,1847635.9821640926
986,1836495.1748611697
987,1838166.106983584
988,1838948.595891335
989,1842049.982689533
990,1857180.5838310323
991,1861625.8557403807
992,1863596.5815904678
993,1851017.8835372655
994,1841745.4322944607
995,1835211.0732280293
996,1851911.9800733875
997,1868100.654698932
998,1852891.40074886
999,1871209.0206557203
1000,1861965.6033855414
1001,1855350.099912364
1002,1846121.1872933551
1003,1844575.32963041
1004,1824273.8936382553
1005,1843374.5109943193
1006,1885306.260926225
1007,1885795.1325209877
1008,1894089.6850009947
1009,1880276.429305727
1010,1873968.2917472585
1011,1879730.0565796343
1012,1883360.0331261028
1013,1882661.9101416855
1014,1880824.512209173
1015,1891782.829081143
1016,1890430.7773913392
1017,1900330.1564943034
1018,1903723.8676527813
1019,1908363.2746425013
1020,1927993.4935337605
1021,1932125.381462236
1022,1937210.2198032155
1023,1933882.7266118694
1024,1936772.943392799
1025,1934666.5197152877
1026,1936544.7513181185
1027,1955068.694358719
1028,1937909.1890909553
1029,1956691.951772758
1030,1961562.3866818307
1031,1960508.5939298666
1032,1965688.7744829403
1033,1962926.1035100208
1034,1959706.1478790415
1035,1948392.4212263941
1036,1943561.6097029175
1037,1948725.282057683
1038,1947713.9099734204
1039,1937137.1473147366
1040,1941567.1553667411
1041,1958804.3054939231
1042,1939095.0013588578
1043,1951236.1513561448
1044,1971565.2517724284
1045,1966337.5947233161
1046,1978592.614252754
1047,1990939.0828989565
1048,2006393.1366141564
1049,2014870.6716646394
1050,2022661.126093951
1051,2035083.4251243984
1052,2042205.7456795895
1053,2039135.3447304212
1054,2045111.7114525994
1055,2055295.8349295624
1056,2050043.0985563286
1057,2032098.4727557048
1058,2030671.9202809439
1059,2046438.0978706179
1060,2032918.5782931051
1061,2054377.693467923
1062,2049477.9334513766
1063,2064150.517295037
1064,2055924.202610851
1065,2065007.8099209028
1066,2061320.8301894865
1067,2077577.1294096569
1068,2062151.4427176006
1069,2075458.2718635616
1070,2077678.833841959
1071,2099691.1256196126
1072,2103740.325072747
1073,2118804.3360337648
1074,2130522.479228955
1075,2135482.8828794393
1076,2098576.1320241555
1077,2137520.013328248
1078,2126872.753491083
1079,2104991.579677883
1080,2106240.2893562606
1081,2102312.1885123593
1082,2123864.9877389967
1083,2123285.0643146657
1084,2134127.7924132426
1085,2134938.084791949
1086,2150392.0735751786
1087,2151040.642521134
1088,2143759.000065118
1089,2161530.766101
1090,2184295.727259769
1091,2180080.654840542
1092,2197330.0481188395
1093,2189256.106118326
1094,2185358.5078060734
1095,2195126.2023687023
1096,2195918.544175982
1097,2210666.8923021457
1098,2227204.866076947
1099,2208010.0883321473
1100,2223134.8066417044
1101,2211252.051940825
1102,2214149.385816493
1103,2205161.1385003976
1104,2194956.6603786987
1105,2202002.2918655146
1106,2221655.1791240373
1107,2195821.918558659
1108,2178865.3649439686
1109,2147269.848500399
1110,2173343.520325624
1111,2176383.137166075
1112,2140916.9532319494
1113,2151385.214484822
1114,2188403.490350646
1115,2180900.283571898
1116,2164487.3899076465
1117,2147202.4182728264
1118,2170286.3711060095
1119,2158096.4005504884
1120,2173000.1756007206
1121,2193583.106171918
1122,2164279.1925076135
1123,2108669.880527525
1124,2119023.598578492
1125,2107726.2060518386
1126,2119633.685738907
1127,2143870.4741749424
1128,2160296.143230913
1129,2142683.928623555
1130,2154305.9013512265
1131,2147421.3312689965
1132,2158408.0494045597
1133,2171100.221400518
1134,2186199.4880750845
1135,2188557.2650953275
1136,2188261.829639663
1137,2215313.1449697893
1138,2209014.752148505
1139,2205238.810179698
1140,2191419.5678535444
1141,2198084.665215146
1142,2215738.444142557
1143,2209105.055574668
1144,2193396.036328458
1145,2197370.7439648244
1146,2195033.477049676
1147,2197657.5049810284
1148,2197409.750687489
1149,2187429.121072036
1150,2186639.142887433
1151,2183299.00885587
1152,2207279.0593903344
1153,2219309.7966637244
1154,2215325.6801134595
1155,2209171.6828154214
1156,2189627.839418624
1157,2184364.970826262
1158,2171580.0215100152
1159,2160224.356397836
1160,2159384.2746060807
1161,2147227.9023782685
1162,2111453.985739845
1163,2108126.9050894487
1164,2101658.909786502
1165,2100156.7927972763
1166,2089611.4390287574
1167,2099941.573928038
1168,2101518.1025270573
1169,2091421.0599431754
1170,2072224.998713082
1171,2076967.5578914918
1172,2077643.71790297
1173,2073219.3263516603
1174,2078973.7153856463
1175,2093627.9642473212
1176,2096045.3860570055
1177,2097564.5994405816
1178,2111384.058962239
1179,2133269.592866708
1180,2151804.0158312577
1181,2157720.4191005165
1182,2177075.5815101974
1183,2195874.5309011764
1184,2200080.7153670997
1185,2223788.1316648154
1186,2206049.886139486
1187,2187280.837243951
1188,2181765.153225464
1189,2175813.7048361087
1190,2171207.4537064256
1191,2187171.081356649
1192,2178869.8587948275
1193,2157036.428153338
1194,2160575.305529337
1195,2152606.206260457
1196,2131788.8322818275
1197,2147139.148411608
1198,2128439.163455795
1199,2118788.4091678606
1200,2113537.437855338
1201,2167725.125908607
1202,2173023.6604086286
1203,2183456.4228868713
1204,2166961.904800137
1205,2192495.3055887925
1206,2190518.107671627
1207,2197716.500540484
1208,2193533.3667459283
1209,2215708.4503987287
1210,2216297.606208986
1211,2226106.864985898
1212,2233102.8860798646
1213,2240153.121968949
1214,2248755.163986338
1215,2240884.9185739676
1216,2239551.979729054
1217,2255532.7814390934
1218,2254370.3929889738
1219,2254976.930046146
1220,2266096.0622947873
1221,2240318.623944771
1222,2266530.393294356
1223,2270020.9847049476
1224,2265629.0455205706
1225,2282860.3323573736
1226,2294490.625494316
1227,2298146.311450248
1228,2304704.9289779165
1229,2301109.355392167
1230,2288160.780458016
1231,2300133.6584333936
1232,2313227.19159143
1233,2306166.4683292154
1234,2315517.095594812
1235,2311551.8268876676
1236,2310137.0810108213
1237,2305947.879132297
1238,2294247.90623653
1239,2287200.247402656
1240,2279408.741870878
1241,2309571.2623002077
1242,2302686.3935460667
1243,2293861.2479474903
1244,2278681.9702720908
1245,2256539.3217529394
1246,2256920.3713399316
1247,2274168.9424840882
1248,2266428.6722417204
1249,2302844.918569713
1250,2301887.9353129272
1251,2308083.3340368974
1252,2320011.341793611
1253,2328645.1722843605
1254,2345591.214795811
1255,2342159.311518014
1256,2360122.196557012
1257,2367490.283368858
1258,2356791.352533293
1259,2357572.2727221563
1260,2350691.2813612535
1261,2365347.4713548054
1262,2346988.30283948
1263,2346098.530034461
1264,2352367.0452484083
1265,2315554.350939455
1266,2329671.457055745
1267,2337161.797864652
1268,2332300.8643387794
1269,2318397.093266192
1270,2325564.0079510305
1271,2327401.7139169406
1272,2307677.725073032
1273,2264844.8651318885
1274,2257853.6201931285
1275,2267409.4088438842
1276,2223793.9825372314
1277,2243060.208791027
1278,2230003.703710394
1279,2178111.4396928833
1280,2187811.9225927065
1281,2197470.620497093
