,rewards
0,-273.9548991895281
1,-4875.882893189206
2,-9931.61727032694
3,-5918.23460366053
4,2044.120598259964
5,3158.705826882855
6,-22742.01555819693
7,14125.215282811201
8,-24227.351886882563
9,-1380.229828691692
10,-18659.044475751813
11,4689.380304281483
12,13523.815095622558
13,-14477.989801842254
14,12644.508805880556
15,-8113.550522052101
16,6038.739402940264
17,24193.96450945083
18,-1325.7481878187973
19,-16125.205448544817
20,11388.079135913518
21,6435.3565136515535
22,-6027.747014701483
23,-13981.446609660983
24,-3531.9622922294075
25,-7676.80240924086
26,-18351.905628562905
27,24580.01412541268
28,9947.052217221819
29,16022.743624362396
30,-3915.918208820978
31,-1753.6029102909379
32,12532.650117011624
33,-15663.501119111781
34,2517.4641044104937
35,11729.571119111846
36,-4209.055586558767
37,-5762.16730273026
38,24978.946630663122
39,2446.23549054889
40,3598.0457995800534
41,4402.704914491507
42,845.2786888687406
43,-9678.775319531793
44,3955.7383048305055
45,647.8047014703043
46,13282.35293129296
47,-1714.5214071407681
48,-1041.4289018901763
49,2423.0787098708097
50,11009.375415541814
51,7388.714605460409
52,328.40479747974314
53,-5896.580906090559
54,-4325.894701470155
55,2571.329402940348
56,1848.3904050404672
57,5253.39759075921
58,4922.5156075606355
59,217.16978697862942
60,7849.89880588057
61,-2965.714701470104
