,account_value
0,1554203.25
1,1553535.723675661
2,1554579.4699369676
3,1554239.880971649
4,1552777.0988183073
5,1552585.679384335
6,1552585.679384335
7,1552585.679384335
8,1552585.679384335
9,1552585.679384335
10,1552585.679384335
11,1552585.679384335
12,1552585.679384335
13,1552585.679384335
14,1552585.679384335
15,1552585.679384335
16,1552585.679384335
17,1552585.679384335
18,1552585.679384335
19,1552585.679384335
20,1552585.679384335
21,1552585.679384335
22,1552585.679384335
23,1552585.679384335
24,1552585.679384335
25,1552585.679384335
26,1552585.679384335
27,1552585.679384335
28,1552585.679384335
29,1552585.679384335
30,1552585.679384335
31,1552585.679384335
32,1552585.679384335
33,1544561.7238595316
34,1533689.693834412
35,1533340.2019692024
36,1533340.2019692024
37,1530055.2956988737
38,1529877.54059749
39,1529877.54059749
40,1529877.54059749
41,1529877.54059749
42,1529877.54059749
43,1529877.54059749
44,1529877.54059749
45,1529877.54059749
46,1529877.54059749
47,1529877.54059749
48,1529877.54059749
49,1529877.54059749
50,1529877.54059749
51,1529877.54059749
52,1529877.54059749
53,1529877.54059749
54,1529877.54059749
55,1529877.54059749
56,1529877.54059749
57,1529877.54059749
58,1529877.54059749
59,1529877.54059749
60,1529877.54059749
61,1529877.54059749
62,1529877.54059749
