,rewards
0,361.7009999998845
1,6175.117000000086
2,2464.9180000000633
3,-8350.978999999817
4,8560.052000000142
5,7747.2949999999255
6,-13.188340000109747
7,342.4200000001583
8,6388.110000000102
9,-8126.310000000056
10,-915.5100000000093
11,-2422.470000000205
12,12087.65000000014
13,11485.94999999972
14,8864.490000000224
15,-4096.8300000000745
16,-4291.479999999981
17,5952.699999999953
18,-6306.2599999997765
19,-1500.5649100001901
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,-1074.4350000000559
35,1893.4039999996312
36,7837.340000000084
37,1293.6489999999758
38,941.2659999998286
39,-7492.969999999739
40,-1426.5659999996424
41,0.0
42,408.40200000000186
43,-880.243999999715
44,-2136.9229999999516
45,-1961.2899999998044
46,4388.1410000000615
47,-1188.9199999999255
48,0.0
49,0.0
50,0.0
51,1295.91100000008
52,-239.622999999905
53,1782.5740000000224
54,-55.450000000419095
55,-3873.5439999999944
56,-3082.3340000002645
57,-6086.624000000069
58,3323.5449999999255
59,-1446.2940000002272
60,0.0
61,0.0
