,account_value
0,1271219.8048305511
1,1275200.404939926
2,1282852.9595699261
3,1282378.2183999263
4,1282860.6321899262
5,1291548.2030299262
6,1295474.0135299265
7,1296443.6909999265
8,1300431.1709999263
9,1301995.8109999262
10,1301779.0509999262
11,1305364.9509999263
12,1304241.700999926
13,1312977.1109999265
14,1307121.8609999262
15,1315182.8309999264
16,1304259.8709999265
17,1311388.590999926
18,1315970.650999926
19,1316529.0309999264
20,1317842.2009999263
21,1321208.8009999264
22,1331134.1309999262
23,1335309.3409999264
24,1343315.8709999262
25,1349372.2609999261
26,1351020.3109999262
27,1343424.0809999264
28,1341678.0209999261
29,1346241.5109999264
30,1344495.3609999262
31,1338875.5809999264
32,1357843.1409999265
33,1349546.730999926
34,1351571.3209999262
35,1360105.4909999263
36,1358109.1209999262
37,1359621.9609999263
38,1359520.4809999263
39,1368622.420999926
40,1368683.6109999262
41,1385560.0309999262
42,1379822.5109999264
43,1390184.6709999263
44,1385278.0609999264
45,1385562.5009999261
46,1389801.8809999265
47,1396861.5509999264
48,1401438.7409999263
49,1409330.3709999265
50,1422546.1309999262
51,1425845.4209999263
52,1433693.9109999263
53,1442429.8109999264
54,1444678.8109999262
55,1441427.1809999263
56,1437988.4009999263
57,1435351.0509999264
58,1433876.220999926
59,1435419.8209999262
60,1438146.6609999263
61,1431330.2509999264
62,1443399.1809999265
