,account_value
0,1084551.5706915855
1,1085080.7330658012
2,1077542.2570746287
3,1077468.1330057215
4,1072347.4155430275
5,1078915.4289195945
6,1084316.3683308824
7,1083378.0050940292
8,1084256.609532572
9,1091038.072821288
10,1092822.8169902363
11,1092923.8028278109
12,1087030.8620020652
13,1087906.3050783349
14,1088029.1514140281
15,1097714.6750758006
16,1103390.5460736682
17,1091990.568392104
18,1080702.5018773435
19,1087181.1967525573
20,1084444.74924044
21,1083682.8718413278
22,1087862.695110706
23,1093807.5748039996
24,1093907.2866638321
25,1107427.9534572891
26,1094111.303536142
27,1098434.714690834
28,1088034.1202814288
29,1094250.6697093148
30,1085647.234346856
31,1084412.812423648
32,1074733.8652664444
33,1077386.023658228
34,1075979.3405312144
35,1085561.4094574023
36,1088773.3892471695
37,1089987.8620210597
38,1092201.1302109768
39,1082679.0115463475
40,1087058.458691464
41,1090862.411327992
42,1092907.208013414
43,1098588.3481805369
44,1098420.158117104
45,1102800.8938042272
46,1101937.5931334111
47,1096663.498202193
48,1086966.8372682754
49,1089583.0662664995
50,1087246.3052788095
51,1090602.627404371
52,1082131.7539920919
53,1089229.8916135211
54,1090276.1814159243
55,1087208.65516601
56,1099765.0012606238
57,1078908.1318581782
58,1072029.0724141535
59,1083819.1349840323
60,1099636.1131468902
61,1109453.6338726473
62,1112834.8238374738
