,account_value
0,1112834.8444806337
1,1112706.5887316803
2,1113394.2900855327
3,1125200.5921923532
4,1132796.909513633
5,1137842.914965004
6,1141153.92534334
7,1145147.0852428467
8,1143785.983034902
9,1144720.2411983234
10,1155103.5295545254
11,1151349.7165666316
12,1143978.033023837
13,1153258.8051780483
14,1147313.4978021835
15,1146003.8883113067
16,1143920.8571923764
17,1145562.7746890616
18,1140831.2905269421
19,1144446.052430969
20,1146646.0058498622
21,1146309.153700102
22,1150073.143065827
23,1157722.209906491
24,1156763.816360381
25,1156348.697643151
26,1154718.9314189798
27,1159667.419917254
28,1160641.510937866
29,1165835.227637864
30,1142959.4170664463
31,1141592.0989114016
32,1138714.054733499
33,1134843.452703406
34,1135410.4379909679
35,1126899.945303264
36,1122457.2505477085
37,1123804.5319776477
38,1117051.382152403
39,1123384.6315316244
40,1118066.8712520855
41,1125165.2122169407
42,1124858.8475526369
43,1124337.6635661887
44,1125369.75690957
45,1128286.1968899143
46,1128499.4510128596
47,1108335.5587142345
48,1114141.3373514994
49,1098847.8453149141
50,1095877.7848795922
51,1100475.8977757562
52,1092184.662745044
53,1098225.6794099922
54,1100723.2657059543
55,1107304.992180546
56,1116660.0457417448
57,1114527.8771068181
58,1109148.68046419
59,1112980.6061884875
60,1114121.5445172535
61,1100631.8573828076
62,1098858.9929594996
