,account_value
0,1372773.1700229645
1,1378665.9636726438
2,1378034.6561596165
3,1376284.7233559876
4,1383173.291539133
5,1388640.1800239258
6,1381495.3748864746
7,1368105.5931564465
8,1378495.7537761822
9,1363985.0786262646
10,1363868.8814273968
11,1362682.154111494
12,1400286.1809612408
13,1403060.0422264233
14,1406797.8317867413
15,1428278.7680946484
16,1417674.1626754894
17,1395845.4269825115
18,1395680.1492725506
19,1392939.884530653
20,1359667.0848098889
21,1382944.5545250073
22,1392606.7785564556
23,1425387.0124374523
24,1421923.6961837902
25,1409627.9711815014
26,1422180.9937988415
27,1384176.8804365292
28,1402367.8581787243
29,1418260.2324405804
30,1430634.6116329327
31,1427206.0577999249
32,1440408.9547859326
33,1434893.8522049084
34,1400781.7927356854
35,1427654.0477348461
36,1438546.6648870602
37,1440284.927118887
38,1449958.9281774655
39,1447388.9215685024
40,1437696.539691557
41,1458250.1715704098
42,1465704.6705442562
43,1463779.7718397274
44,1452800.1289592877
45,1409716.3011976376
46,1419875.8254018917
47,1431929.453592886
48,1419403.3235956326
49,1428388.9902998104
50,1452163.3531175747
51,1459179.855526556
52,1456647.0986553326
53,1450915.5202737942
54,1460020.8458629742
55,1441988.1478429928
56,1442693.1845012798
57,1438691.9602628842
58,1423832.2567707195
59,1444367.396758665
60,1429341.5563551083
61,1402761.0512367382
62,1415071.4666305676
