,rewards
0,-31499.038704323117
1,1354.6674593591597
2,19818.260666646762
3,-8037.657871254021
4,10135.456725707743
5,-623.3621698599309
6,4037.1172921748366
7,18221.36996674072
8,-1235.3688343011308
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,-691.1911256869789
31,2828.741926315939
32,-2266.8907352290116
33,-367.4159551996272
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,415.5122107742354
47,-130.81945624644868
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
