,rewards
0,2072.9347053573
1,-92.84777428186499
2,0.0
3,744.1072571817786
4,-98.47945345146582
5,0.0
6,3164.5577867184766
7,-144.31889260327443
8,0.0
9,0.0
10,-1086.3873692662455
11,-374.1253927005455
12,3417.2580686006695
13,2126.645070423605
14,-3811.082847006852
15,-1989.0133743954357
16,6682.9377521027345
17,253.424977007322
18,-825.1148967519403
19,7580.459625178017
20,1531.8787485142238
21,-1190.1452233332675
22,-763.0098951202817
23,1325.884020284051
24,1497.464264296228
25,3573.447065592045
26,14.862247805576771
27,426.3978411881253
28,3837.719876100775
29,-536.5789191012736
30,0.0
31,0.0
32,1069.2223423819523
33,-199.28690962400287
34,0.0
35,-551.2256863832008
36,890.5290250258986
37,1404.9226983841509
38,-258.21424832521006
39,-124.68411005963571
40,-431.8776172727812
41,-3278.8336375732906
42,-111.47536347433925
43,5268.233521865215
44,4129.763496860396
45,2045.7311128389556
46,63.095343929482624
47,-70.25603094906546
48,8264.797974994173
49,4868.364847910125
50,-1599.1812959308736
51,10491.264287643135
52,-9502.456929823384
53,1832.9472420299426
54,12936.333890578011
55,1953.7060999835376
56,6621.267199274385
57,11413.660392259015
58,6394.770363151794
59,-2992.5997329312377
60,4377.799553867662
61,-759.2148492548149
