,account_value
0,1533006.2585449219
1,1532496.2388729462
2,1532149.2590267672
3,1543035.874527696
4,1539488.645017673
5,1553191.5823309685
6,1551638.396714796
7,1551638.396714796
8,1551638.396714796
9,1551638.396714796
10,1551638.396714796
11,1551638.396714796
12,1551638.396714796
13,1551638.396714796
14,1551638.396714796
15,1551638.396714796
16,1551638.396714796
17,1551638.396714796
18,1551638.396714796
19,1551638.396714796
20,1551638.396714796
21,1551638.396714796
22,1551638.396714796
23,1551638.396714796
24,1551638.396714796
25,1551638.396714796
26,1551638.396714796
27,1551638.396714796
28,1552984.0508347645
29,1552756.5437521592
30,1552756.5437521592
31,1552756.5437521592
32,1552756.5437521592
33,1545350.1664339434
34,1528518.9330858125
35,1523124.0081437244
36,1522499.851449002
37,1523123.1364243398
38,1530797.605686892
39,1510290.9239910494
40,1509714.2611742863
41,1509714.2611742863
42,1509714.2611742863
43,1509714.2611742863
44,1509714.2611742863
45,1509714.2611742863
46,1509714.2611742863
47,1509714.2611742863
48,1509714.2611742863
49,1509714.2611742863
50,1509714.2611742863
51,1509714.2611742863
52,1509714.2611742863
53,1509714.2611742863
54,1509714.2611742863
55,1509714.2611742863
56,1509714.2611742863
57,1509714.2611742863
58,1509714.2611742863
59,1509714.2611742863
60,1509714.2611742863
61,1509714.2611742863
62,1509714.2611742863
