,account_value
0,1636066.211730957
1,1625821.8606669637
2,1624416.2350148056
3,1624416.2350148056
4,1624416.2350148056
5,1624416.2350148056
6,1624416.2350148056
7,1624416.2350148056
8,1624416.2350148056
9,1624416.2350148056
10,1624416.2350148056
11,1626951.6881615403
12,1625407.335454457
13,1626117.162777245
14,1627455.6638454725
15,1622266.7330723696
16,1624236.7766925842
17,1623473.4511646465
18,1622854.504800563
19,1622854.504800563
20,1622854.504800563
21,1622854.504800563
22,1622854.504800563
23,1622854.504800563
24,1622854.504800563
25,1622854.504800563
26,1622854.504800563
27,1622854.504800563
28,1622854.504800563
29,1622854.504800563
30,1622854.504800563
31,1622854.504800563
32,1622854.504800563
33,1622854.504800563
34,1622854.504800563
35,1622854.504800563
36,1622854.504800563
37,1622854.504800563
38,1622854.504800563
39,1622854.504800563
40,1622854.504800563
41,1622854.504800563
42,1622854.504800563
43,1622854.504800563
44,1622854.504800563
45,1622854.504800563
46,1622854.504800563
47,1622854.504800563
48,1622854.504800563
49,1622854.504800563
50,1622854.504800563
51,1622854.504800563
52,1622854.504800563
53,1622854.504800563
54,1622854.504800563
55,1622854.504800563
56,1622854.504800563
57,1622854.504800563
58,1622854.504800563
59,1622854.504800563
60,1622854.504800563
61,1622854.504800563
62,1622854.504800563
