,0
309,1205118.7734161727
310,1214075.4568763922
311,1210970.5128330498
312,1224489.7563511448
313,1232253.2734604585
314,1242822.8292331097
315,1244766.5880565804
316,1250656.024412092
317,1261133.2727153052
318,1275323.4432489167
319,1271031.4759730173
320,1262249.0422262817
321,1264154.580874955
322,1298690.4779292867
323,1305588.4019609354
324,1310779.4049321152
325,1313439.54078525
326,1293163.571044826
327,1295124.9994863668
328,1273537.518955987
329,1296085.0845093813
330,1272734.0404021365
331,1283494.2352215357
332,1276145.0060609388
333,1289707.4795876523
334,1290012.6467931268
335,1295015.072937143
336,1308048.8083354612
337,1320308.051220975
338,1332420.3405142005
339,1312168.784146456
340,1311770.2540943488
341,1324544.2050031282
342,1389823.6814653564
343,1395100.117982463
344,1420356.4445456709
345,1424466.5536205817
346,1421749.2448229203
347,1382508.5642436442
348,1373055.3131212643
349,1397786.8887130602
350,1407094.4157648166
351,1420711.7230543548
352,1449275.6108357331
353,1449050.6935110216
354,1433630.5181394047
355,1461829.44077827
356,1463662.018660948
357,1440408.9071650847
358,1431872.9571149559
359,1384041.329091132
360,1378521.5346616248
361,1379018.3159001134
362,1401813.437849634
363,1425322.051662921
364,1420516.8064310534
365,1448664.8562144628
366,1460195.9498505688
367,1452788.007769972
368,1460573.8486026735
369,1479637.2316665654
370,1475287.3127191083
371,1433416.3862789024
372,1457579.7349362476
373,1449238.783219064
374,1443410.0156129585
375,1441438.1440832748
376,1468049.7829817506
377,1430225.2819712614
378,1434407.2920961138
379,1423989.477712057
380,1441341.9769090603
381,1443235.7324655692
382,1434472.642757423
383,1435359.4771653707
384,1422577.6894081181
385,1413448.6853165177
386,1398082.7724274558
387,1387160.7361519083
388,1390326.1853968692
389,1385680.305788499
390,1370963.7723387836
391,1408288.323654742
392,1402685.548884847
393,1404664.7623846156
394,1423869.8706565546
395,1415082.0955782868
396,1423771.5480220523
397,1419786.983610405
398,1423689.6191773808
399,1459638.555889953
400,1473760.0037788816
401,1494068.724080085
402,1470906.8606496418
403,1470221.7634495185
404,1470886.4250505872
405,1490718.3937839544
406,1479900.9228400677
407,1472212.2120610923
408,1500245.7776708927
409,1469931.568996802
410,1491963.1605023243
411,1508865.0314762983
412,1550123.5822340052
413,1571219.4622132573
414,1580947.345044496
415,1592434.950464885
416,1592189.9782881537
417,1598131.3859595053
418,1615555.3648012583
419,1672198.8405955555
420,1690910.7702244006
421,1669286.7739553303
422,1673225.6517167613
423,1682421.6150664168
424,1662062.2950226034
425,1614359.8316083115
426,1583799.5961865643
427,1594917.9349680534
428,1581613.4844253457
429,1542805.057770907
430,1527435.3437661538
431,1530885.3627688792
432,1548207.212204688
433,1569680.6817546862
434,1545489.1962860166
435,1539837.0972439586
436,1542679.2971760842
437,1533375.603686981
438,1539347.7723701594
439,1563581.9434785158
440,1605704.6882796376
441,1588006.5340442234
442,1573973.11223337
443,1548069.2385960552
444,1558740.2310621073
445,1547720.2460572114
446,1562783.4340194315
447,1580236.8756889063
448,1595043.6080903793
449,1608995.8208570431
450,1640119.4341747917
451,1654215.1633579212
452,1671283.7379605586
453,1678255.3154853045
454,1669026.8186841863
455,1670978.9152321396
456,1659414.9578044324
457,1649281.416225929
458,1626396.4398677454
459,1614519.6636464393
460,1625216.9741659965
461,1647512.5470025302
462,1637930.3802392757
463,1635248.925469303
464,1619337.726610025
465,1606938.6254906126
466,1647774.6295832507
467,1621070.7174233212
468,1601274.6295309658
469,1587045.219161579
470,1593335.7904925954
471,1597185.754647013
472,1603520.5099820932
473,1600950.780133851
474,1579131.4527083454
475,1551149.1390777854
476,1567788.5319733212
477,1578778.842983045
478,1578593.68489488
479,1585753.5112145238
480,1585408.7310059383
481,1619586.5718810705
482,1608502.615227586
483,1583100.3312238895
484,1589430.0665454702
485,1611702.2296330882
486,1618772.8157248562
487,1597332.0901721625
488,1593506.7227084632
489,1582278.8095111297
490,1586843.3512493786
491,1601047.3572618554
492,1620097.5905213985
493,1623069.835955067
494,1586958.885037775
495,1589180.519447926
496,1582688.2160816146
497,1557064.1196480705
498,1563523.067870207
499,1537420.343731849
500,1542333.5067120441
501,1529008.1273044525
502,1526133.4012732313
503,1557351.7290369484
504,1544048.0645552578
505,1531063.538384945
506,1532206.186970527
507,1564435.8169171172
508,1593996.5632830265
509,1581566.5766311078
510,1601101.7118030158
511,1581349.7554400372
512,1605671.175316081
513,1643271.545265816
514,1668927.436657436
515,1686189.6039298614
516,1718202.716060941
517,1735174.2385696066
518,1742046.9797157582
519,1764225.5645560299
520,1752023.1653414133
521,1713984.056538004
522,1700617.7178865485
523,1721857.9321637347
524,1707439.3892332602
525,1711062.2157576699
526,1704231.356970146
527,1735537.8953276935
528,1720285.3957790432
529,1726143.5524376195
530,1743966.801498326
531,1730359.8655688278
532,1717161.6917475401
533,1672191.274941548
534,1675550.6317861206
535,1676237.7188569487
536,1677208.2251781037
537,1640626.751440282
538,1667447.5092213592
539,1582967.025219794
540,1578284.417568911
541,1477628.8986611771
542,1529810.7768187462
543,1500227.5157321268
544,1571967.6210905814
545,1580369.69814219
546,1599127.7788276675
547,1581959.0808080477
548,1544701.418927052
549,1445579.2030806257
550,1407282.5297516703
551,1394642.4456387819
552,1486703.6312873336
553,1496834.9980908688
554,1475892.7708772682
555,1520763.617505571
556,1551038.888198406
557,1572393.408507928
558,1570141.1499787082
559,1547184.7298380383
560,1496768.6584602285
561,1503887.1545835398
562,1521312.821868213
563,1511669.1555481444
564,1480062.135087488
565,1496903.37514482
566,1523125.5448082841
567,1545091.1976890585
568,1533520.1545576586
569,1517353.7520836806
570,1548134.238848062
571,1518084.2527597125
572,1482752.9089874006
573,1436859.394578441
574,1439525.184361128
575,1474741.6178789022
576,1457415.279274108
577,1417218.9037082396
578,1395621.8053244718
579,1355881.2599713102
580,1300722.7659247287
581,1325120.2681581965
582,1345621.2111499377
583,1364720.0561930258
584,1333140.4820963023
585,1370713.0989753418
586,1357266.5657440918
587,1374216.578721169
588,1386544.3650060978
589,1392443.8255598056
590,1365446.5645499686
591,1388862.9560427982
592,1338738.9950276709
593,1345380.4470482848
594,1406380.322668841
595,1455314.8074616978
596,1333446.377614175
597,1342238.1690837147
598,1409331.9696714524
599,1416238.042700226
600,1374734.2400931658
601,1329753.3573781
602,1347395.7509200464
603,1383047.4399810482
604,1391269.4969020237
605,1390415.985106479
606,1391595.229256978
607,1344943.7224274182
608,1334244.7506601098
609,1363101.555529256
610,1341500.88943131
611,1349668.3474322096
612,1325818.512042511
613,1321975.3756963655
614,1317900.3779940223
615,1281920.4726159633
616,1267932.846935727
617,1255795.3545103383
618,1245886.7223598564
619,1307786.0680219927
620,1302108.4905206137
621,1358408.7509769383
622,1362397.1769055645
623,1366317.9649090816
624,1376459.3987846386
625,1354647.9683162505
626,1378782.0583542297
627,1343002.7016166574
628,1359923.6815436566
629,1348343.346130335
630,1313746.803459636
631,1226557.3185625612
632,1209988.202163272
633,1211887.622143118
634,1192702.1260803863
635,1246333.6516067567
636,1243154.7636205629
637,1273434.1188408826
638,1287305.7258513402
639,1273158.6579443242
640,1263746.6025833655
641,1276865.701966561
642,1279291.2891378247
643,1312817.0960755502
644,1306449.434704351
645,1313741.1504743304
646,1313065.248703942
647,1331122.3571627035
648,1357520.7381322554
649,1386258.414526253
650,1391361.2378385072
651,1376490.3726099154
652,1383381.8897071478
653,1431707.5446162298
654,1402916.7536976882
655,1387216.796684809
656,1379061.4106706865
657,1382290.5688300058
658,1389542.1226358765
659,1423599.9460755822
660,1472430.0702868446
661,1459423.2033455204
662,1443858.1823582698
663,1459920.702920948
664,1491512.352555023
665,1530864.6350846027
666,1549985.0883911147
667,1556377.7277180715
668,1550423.8669155193
669,1586651.1546756146
670,1526838.1882484301
671,1507649.018950516
672,1488920.5564358719
673,1478150.2717062153
674,1486201.177564536
675,1502139.358082813
676,1485303.6432368227
677,1465506.3009925103
678,1431645.335171652
679,1421502.6742773938
680,1436005.672314007
681,1452191.365694967
682,1394875.0646273105
683,1385107.0766014862
684,1377939.3470901279
685,1348609.8499775012
686,1327704.998501314
687,1309939.2308957689
688,1326506.7385549804
689,1347147.0524320423
690,1324552.7837880235
691,1354070.6845944172
692,1355087.80828323
693,1369669.0397270082
694,1377053.5081960163
695,1378143.350387347
696,1360341.8393907736
697,1351109.3022448004
698,1357360.5821123917
699,1350403.8960571042
700,1365219.056604428
701,1363780.9218275778
702,1342896.3198184595
703,1339898.3407523308
704,1337670.3181723305
705,1342926.8305014065
706,1318842.779732096
707,1295874.3387838672
708,1290432.3789697664
709,1262948.2675179613
710,1253885.0562341711
711,1272707.6623824371
712,1282708.8854870896
713,1265096.4312344317
714,1264563.4492431765
715,1305449.9225575726
716,1284339.6916762493
717,1303207.6447288701
718,1289053.939581137
719,1265716.363879585
720,1255062.1963871093
721,1259551.842646614
722,1269577.0437118541
723,1267637.0866579649
724,1259959.9110290026
725,1261957.940403609
726,1260171.8386769146
727,1242956.431460788
728,1214295.9847727786
729,1216447.455379838
730,1193555.0301083408
731,1192242.0515039293
732,1183966.5926287337
733,1185477.1770258928
734,1179314.0814636797
735,1162513.625106558
736,1143316.1408705395
737,1129000.253013669
738,1106003.5509907377
739,1127627.5376470475
740,1122172.0165894746
741,1132907.9913838913
742,1136414.6890807715
743,1134048.0051292772
744,1144796.5652226957
745,1126523.4513228328
746,1108441.9611898046
747,1072162.0329291632
748,1082352.0876308805
749,1088389.9536401595
750,1114584.9228582412
751,1107416.3581153015
752,1115583.6736815546
753,1098349.2934871458
754,1138500.3928593039
755,1113353.7532851507
756,1121022.2027796449
757,1135095.0543791954
758,1149626.9440530215
759,1168821.2159981816
760,1161767.8819393937
761,1139676.0636139251
762,1167172.591062548
763,1146752.150716778
764,1141732.5439436457
765,1156101.6324717293
766,1142688.5047654014
767,1174946.967696908
768,1184332.0095501172
769,1198094.342489484
770,1198298.9354745734
771,1188557.425293599
772,1183236.8276180148
773,1168190.3730345299
774,1166586.5846298998
775,1157064.0595015038
776,1171872.7623673992
777,1184368.3303676648
778,1181088.6735575139
779,1191643.083521492
780,1200294.1393645902
781,1187649.5283491295
782,1165822.4577638102
783,1163099.1755888883
784,1156270.1548324788
785,1166674.8901566775
786,1205892.1292952683
787,1196583.499817236
788,1204900.2523428472
789,1186605.4910482382
790,1241403.6051352983
791,1238856.0437865404
792,1265158.8811482894
793,1292871.818996295
794,1308589.0079394362
795,1309979.0284373814
796,1308706.0093455466
797,1297890.6537759528
798,1297970.0250089662
799,1312858.7373107257
800,1317584.6084122672
801,1319530.0767557218
802,1334968.360010017
803,1357775.6548455455
804,1348018.2589184972
805,1346305.2793731464
806,1357210.1462439857
807,1363804.617082185
808,1370209.0720295138
809,1351501.709995141
810,1296438.7788708047
811,1301824.6104441124
812,1284560.2195172312
813,1286221.7256940803
814,1324683.2662478855
815,1323761.859208486
816,1326555.5744382092
817,1337951.5822479785
818,1351958.1739057545
819,1364133.0019990087
820,1391580.018121125
821,1384788.8916108855
822,1383189.2273547645
823,1393747.5039806166
824,1377664.8944500727
825,1364010.5996681456
826,1353158.6802690988
827,1344826.0355947977
828,1343428.735383012
829,1377034.6005145467
830,1369196.7327588426
831,1374088.118266417
832,1391487.182982966
833,1395915.243789703
834,1412434.0106331862
835,1382458.879564901
836,1386214.0709556155
837,1378837.2811041416
838,1370080.7370450515
839,1382703.7608133766
840,1387068.9783986276
841,1387137.2282691204
842,1422013.8488508766
843,1443161.0078659223
844,1437512.2619483331
845,1397143.0597463993
846,1398750.5495891653
847,1378393.1538533259
848,1391402.20675643
849,1394282.1344894667
850,1395548.5038833714
851,1411720.657103369
852,1430661.029573366
853,1398103.982513077
854,1411797.5203489282
855,1440147.6115157797
856,1394033.6473219108
857,1382115.3579920265
858,1388006.0954295653
859,1430813.3025398175
860,1419829.8761230274
861,1391447.1571887617
862,1386160.653528078
863,1403941.5629232214
864,1432097.3393606395
865,1431913.4644289536
866,1441481.84547784
867,1454077.4879526382
868,1466372.734623906
869,1472797.5679750857
870,1492221.3113783766
871,1490944.185482219
872,1492731.0900131387
873,1483708.561763119
874,1505894.7043696006
875,1512155.0458695712
876,1524285.1786840055
877,1515711.551571083
878,1521902.1958839372
879,1544087.6859264001
880,1556084.3887894442
881,1538738.8626332574
882,1542736.414537387
883,1550712.333897499
884,1568056.3822424728
885,1575592.9220739396
886,1560527.0107872693
887,1534754.6913913344
888,1523349.5264405555
889,1517306.0666146073
890,1515786.5755402057
891,1501520.349267841
892,1534024.8437738668
893,1568028.4023205126
894,1604841.4078384854
895,1600306.5086420968
896,1583640.1813715296
897,1574530.9696550455
898,1596843.1343871846
899,1598884.5324204974
900,1601579.8174145878
901,1591134.507832682
902,1597646.690530855
903,1582501.5208925405
904,1589862.5345382025
905,1584656.3640131284
906,1606369.8802336915
907,1602106.596431603
908,1611285.4552892223
909,1621461.2939055164
910,1591259.7816111587
911,1578607.9555320358
912,1568239.326746258
913,1560059.388823377
914,1575073.677452072
915,1566597.3480180202
916,1589938.2471420695
917,1621018.4425571337
918,1617053.214289074
919,1616024.119918097
920,1634095.6425371843
921,1651289.1347644774
922,1642368.2827455448
923,1675709.5780209948
924,1671930.39116282
925,1711093.1921910055
926,1679989.5873870181
927,1667312.6890454357
928,1669930.2786006762
929,1644539.5335409357
930,1631087.5197416947
931,1601202.700294615
932,1590302.981326302
933,1591381.4183658562
934,1579966.705188591
935,1604564.874342492
936,1619197.203223291
937,1625978.0340843545
938,1644782.43907685
939,1655243.4972495083
940,1665074.8968975826
941,1676017.398327761
942,1681269.2477849438
943,1660075.538228368
944,1656037.1103597572
945,1662743.234209781
946,1686591.4141776005
947,1671270.9038947073
948,1691847.7554360384
949,1677264.499958767
950,1693540.8301371308
951,1710827.114112576
952,1725608.1017340927
953,1696886.7525219333
954,1690655.8339317134
955,1677624.8853108787
956,1688453.6912873122
957,1678985.975030502
958,1690669.992923912
959,1854036.1047238728
960,1838186.7720315158
961,1876095.054089655
962,1874752.0790120906
963,1831905.2556237543
964,1873960.7141712971
965,1854305.0729279974
966,1840697.2069734086
967,1870928.3199317807
968,1887941.2577192402
969,1936995.7937184232
970,1979426.9252518276
971,1983976.0416794098
972,1982296.3558675523
973,1999904.6856756997
974,2015741.4340438542
975,1994268.0364721038
976,2029083.6639346043
977,2061610.5256221201
978,2074789.9260083383
979,2019647.8339759067
980,2035254.98805441
981,2067838.092758858
982,2107915.4533154606
983,2135648.9913119758
984,2165065.040609007
985,2176377.042478221
986,2140128.815364579
987,2193007.798264762
988,2249412.291388108
989,2267631.5259834565
990,2208458.6605367903
991,2195998.124640767
992,2204794.482243327
993,2201267.0036938386
994,2199813.8770493153
995,2254940.599855368
996,2227409.839976381
997,2203387.4437575457
998,2186096.353662454
999,2139091.3524103016
1000,2184967.6533818967
1001,2217304.8266942822
1002,2253957.17457781
1003,2190969.6872426732
1004,2108817.9444588874
1005,2126331.7391116326
1006,2109439.6777509227
1007,2128596.0410809377
1008,2155289.042160119
1009,2120243.697326862
1010,2051000.490851066
1011,2041812.2888478271
1012,2022204.5403692892
1013,2071865.5150959825
1014,2110754.901652552
1015,2114105.489486411
1016,2123854.185148531
1017,2155548.503877464
1018,2136301.495831934
1019,2142472.0930765662
1020,2179591.751284137
1021,2180308.072240682
1022,2176650.322905604
1023,2180192.9164381353
1024,2221780.3894001716
1025,2250833.564414703
1026,2298953.715428804
1027,2270644.3269529524
1028,2291850.120446282
1029,2301503.3117070054
1030,2306895.1493269503
1031,2316449.86446387
1032,2300384.3495296226
1033,2283009.2482256987
1034,2310870.375504094
1035,2317824.617302254
1036,2309391.187886025
1037,2325072.794810947
1038,2342066.4708364056
1039,2364615.080591214
1040,2358697.6049685073
1041,2371856.687243161
1042,2352807.4156694436
1043,2266420.586507945
1044,2264911.1675910866
1045,2263232.8359021666
1046,2248357.9543681713
1047,2248977.0456392006
1048,2234901.449515379
1049,2185423.1159235104
1050,2191051.6001800904
1051,2176935.281682776
1052,2212886.736390282
1053,2213880.3508623326
1054,2233746.9380774754
1055,2248996.965796433
1056,2243569.9379204633
1057,2181037.0912057203
1058,2201928.520830609
1059,2221458.2632505214
1060,2201941.1472213594
1061,2228821.6269044075
1062,2239362.8667297675
1063,2270958.2585273627
1064,2257541.99353888
1065,2289061.7962509897
1066,2334299.991201799
1067,2343391.490289348
1068,2324371.762317744
1069,2333767.984035465
1070,2342665.7115524737
1071,2353292.6650636867
1072,2396115.264255994
1073,2394963.070456591
1074,2371659.7895543175
1075,2347419.9735254548
1076,2355561.782525438
1077,2355945.9997205995
1078,2386749.3220549775
1079,2394856.981634555
1080,2367214.503335166
1081,2402382.758369187
1082,2402467.1386813885
1083,2382256.579459672
1084,2410768.4589347527
1085,2393673.340255711
1086,2331984.1747062933
1087,2314232.575557829
1088,2395834.0312535646
1089,2380695.4381147837
1090,2426174.3321081237
1091,2403913.5682813707
1092,2460585.688938377
1093,2493242.402944475
1094,2550918.779972962
1095,2578198.403295439
1096,2603554.8683799463
1097,2602276.6158194384
1098,2634962.0133146923
1099,2617574.933109803
1100,2587361.7850945313
1101,2625929.0641665114
1102,2629145.345600814
1103,2603382.526044814
1104,2725819.5706650433
1105,2760058.078422763
1106,2766430.514812281
1107,2741828.3073125132
1108,2680538.6581849344
1109,2754847.159016423
1110,2789752.8185986644
1111,2771829.143632432
1112,2819884.275417461
1113,2841053.6184614813
1114,2852781.926916046
1115,2825164.2454606076
1116,2797667.6349487524
1117,2801993.6094881343
1118,2846499.5781596918
1119,2860686.9019516925
1120,2861946.1916377437
1121,2869101.564185581
1122,2911098.3591607306
1123,2892947.017699652
1124,2879782.7789919465
1125,2861484.6337551866
1126,2854868.4278921955
1127,2848308.8927005935
1128,2846319.32517978
1129,2845296.7503337427
1130,2838411.6666294294
1131,2787331.579001598
1132,2792222.3132885913
1133,2803667.747866425
1134,2819469.704748105
1135,2829660.292297128
1136,2860988.6370336055
1137,2871230.8643007837
1138,2885640.603638951
1139,2886793.9822921166
1140,2888054.1019867547
1141,2911280.203804245
1142,2890470.790847599
1143,2894829.0012732996
1144,2897956.56643808
1145,2914286.299984112
1146,2898381.1054100664
1147,2811195.138143174
1148,2838902.3613577015
1149,2855896.672879492
1150,2868455.555894087
1151,2875082.6930659055
1152,2829456.5618076106
1153,2867610.7916788943
1154,2884443.501014894
1155,2904940.212584842
1156,2895728.4095296552
1157,2927903.9834531434
1158,2962596.401833512
1159,2933840.086613268
1160,2862000.025302519
1161,2835588.4435998825
1162,2899027.639623874
1163,2867324.5648864997
1164,2929403.93160743
1165,2907758.7686943808
1166,2833354.4252718077
1167,2870169.570812822
1168,2839853.3158981726
1169,2863589.4140847246
1170,2945952.310023213
1171,2975447.363324448
1172,3007477.1708687022
1173,3014021.8229817734
1174,3045817.707902939
1175,3060807.6510589095
1176,3129753.784781671
1177,3102981.822171343
1178,3126556.792826024
1179,3108271.7223983225
1180,3153048.8607798
1181,3153583.3101998568
1182,3071537.8498337846
1183,3140324.344951426
1184,3133599.4735284527
1185,3114720.4178930796
1186,3175217.3640325507
1187,3181052.679386988
1188,3156304.8035311936
1189,3121918.177504837
1190,3102031.215013462
1191,3071256.3492761203
1192,3074842.1637437115
1193,3031076.2954593413
1194,3018054.7544740615
1195,3066169.1472152323
1196,3103642.3481093287
1197,3227019.3542451668
1198,3231514.4995405604
1199,3212997.54114576
1200,3208101.545650469
1201,3191524.0045110513
1202,3125372.937235057
1203,3117090.740304282
1204,3085419.0347475028
1205,3150917.4208904216
1206,3207191.9490053016
1207,3231095.2233977527
1208,3171303.8525526286
1209,3119632.593156533
1210,3071106.7750836005
1211,3126885.9283166328
1212,3159891.7005010154
1213,3026004.4053808944
1214,2973582.2753771865
1215,3013551.6063393927
1216,3010980.57880633
1217,3059663.307509782
1218,3085226.073589685
1219,3146499.645762845
1220,3180576.1937139635
1221,3191256.115112585
1222,3188362.9723413605
1223,3132708.492560094
1224,3090370.985644909
1225,3126848.6360111856
1226,3183249.8773501557
1227,3188582.718943371
1228,3195756.3127925587
1229,3232779.9764635167
1230,3183359.334343905
1231,3130446.6001354917
1232,3139016.0085989134
1233,3156197.4747090708
1234,3199549.073201992
1235,3195776.331871053
1236,3165052.4575950485
1237,3105318.64667222
1238,3106923.5123228873
1239,3136828.613802786
1240,3098203.9293291024
1241,3153983.9284851863
1242,3170021.647995503
1243,3171249.616945418
1244,3196783.7941274242
1245,3205665.305258708
1246,3248375.55997882
1247,3226314.9063369944
1248,3249094.3602487515
1249,3251323.2554854555
1250,3299709.334678921
1251,3292630.3445737255
1252,3290135.0295099304
1253,3254067.1884526606
1254,3257176.4874301595
1255,3282347.8083451046
1256,3266008.619859305
1257,3290513.7424416263
1258,3336859.230245546
1259,3368824.787070406
1260,3375209.706230021
1261,3351373.9235719475
1262,3376284.248397791
1263,3377623.343842802
1264,3358930.269498569
1265,3387474.0160687994
1266,3397248.8288347814
1267,3404081.321720427
1268,3404175.984867659
1269,3449368.3111456935
1270,3437678.0724077625
1271,3450074.5015279334
1272,3394328.3529382623
1273,3334060.341012576
1274,3348593.076359902
1275,3333336.915869181
1276,3339211.2015171773
1277,3368818.6799155455
1278,3362892.5485421047
1279,3354781.6791922245
1280,3287497.635152981
1281,3343658.5320857945
1282,3351961.821119419
1283,3386173.5874411175
1284,3386451.0899392627
