,account_value
0,1233921.875
1,1235416.5878283004
2,1235329.1525294876
3,1234630.1940356903
4,1234519.1573567842
5,1234519.1573567842
6,1234519.1573567842
7,1234519.1573567842
8,1234519.1573567842
9,1234519.1573567842
10,1234519.1573567842
11,1234519.1573567842
12,1234519.1573567842
13,1234519.1573567842
14,1234519.1573567842
15,1234519.1573567842
16,1234519.1573567842
17,1234519.1573567842
18,1234519.1573567842
19,1234519.1573567842
20,1234519.1573567842
21,1234519.1573567842
22,1234519.1573567842
23,1234519.1573567842
24,1234519.1573567842
25,1234519.1573567842
26,1234519.1573567842
27,1234519.1573567842
28,1234519.1573567842
29,1234519.1573567842
30,1234519.1573567842
31,1234519.1573567842
32,1234519.1573567842
33,1234519.1573567842
34,1234519.1573567842
35,1234519.1573567842
36,1234519.1573567842
37,1234519.1573567842
38,1234519.1573567842
39,1234519.1573567842
40,1234519.1573567842
41,1234519.1573567842
42,1234519.1573567842
43,1234519.1573567842
44,1234519.1573567842
45,1234519.1573567842
46,1234519.1573567842
47,1234519.1573567842
48,1234519.1573567842
49,1234519.1573567842
50,1234519.1573567842
51,1234519.1573567842
52,1234519.1573567842
53,1234519.1573567842
54,1234519.1573567842
55,1234519.1573567842
56,1234519.1573567842
57,1234519.1573567842
58,1234519.1573567842
59,1234519.1573567842
60,1234519.1573567842
61,1234432.5271233725
62,1234347.266845607
