,rewards
0,1455.586507218657
1,687.7013538524043
2,11806.302106820513
3,7596.317321279785
4,5046.005451370962
5,3311.0103783360682
6,3993.159899506718
7,-1361.1022079447284
8,934.2581634214148
9,10383.288356201956
10,-3753.81298789382
11,-7371.683542794548
12,9280.7721542113
13,-5945.307375864824
14,-1309.6094908767845
15,-2083.0311189303175
16,1641.9174966851715
17,-4731.48416211945
18,3614.7619040268473
19,2199.953418893274
20,-336.8521497603506
21,3763.9893657250796
22,7649.066840664018
23,-958.3935461100191
24,-415.1187172299251
25,-1629.7662241712678
26,4948.488498274237
27,974.0910206120461
28,5193.7166999978945
29,-22875.810571417678
30,-1367.3181550446898
31,-2878.0441779026296
32,-3870.6020300928503
33,566.9852875617798
34,-8510.492687703809
35,-4442.694755555596
36,1347.2814299392048
37,-6753.149825244676
38,6333.24937922135
39,-5317.760279538808
40,7098.340964855161
41,-306.36466430383734
42,-521.1839864482172
43,1032.0933433813043
44,2916.439980344381
45,213.25412294524722
46,-20163.892298625084
47,5805.778637264855
48,-15293.49203658523
49,-2970.0604353218805
50,4598.112896163948
51,-8291.235030712094
52,6041.016664948082
53,2497.586295962101
54,6581.726474591764
55,9355.053561198758
56,-2132.1686349266674
57,-5379.196642628172
58,3831.925724297529
59,1140.9383287660312
60,-13489.687134445878
61,-1772.8644233080558
