,rewards
0,387.2244522131514
1,-1606.3598138365196
2,-6078.355040570488
3,-2284.5301304982277
4,-333.45525034773163
5,-617.2670598955592
6,872.9432803244563
7,20016.147912714165
8,8590.913728554966
9,-907.0393197177909
10,-8541.56729583512
11,-1539.8719017221592
12,-165.14992838574108
13,-12620.968551687547
14,9274.021685466054
15,-14639.806408701115
16,2325.5017662525643
17,14162.964158897288
18,6955.0224734640215
19,-12325.670593392802
20,4769.785298886127
21,-2160.356267857831
22,-17309.203538776143
23,404.01157245156355
24,11569.879466315848
25,-4543.878849561675
26,-21640.4316446156
27,8124.341734235873
28,18885.16538685339
29,9826.718068727409
30,-579.2783068595454
31,-3841.580396404024
32,14685.187294535222
33,-8959.099897110718
34,15990.596229010262
35,15778.723972015665
36,-9478.057106061373
37,-1164.8705215371447
38,12134.203210294014
39,-1373.8017893993529
40,433.22636764042545
41,912.4699393741321
42,-3093.5275414389325
43,-9683.182469589286
44,6372.145267877844
45,2932.4500059320126
46,9703.510746502201
47,2800.563298610272
48,-573.0918960841373
49,6233.813055856386
50,9732.260798029834
51,8013.130572391441
52,717.154564116383
53,-1439.536857679719
54,-7195.570539084263
55,-6326.674425923498
56,2639.278883738676
57,9502.276676107198
58,6174.554255226161
59,-3422.8504971265793
60,6526.695369099965
61,1549.7245838798117
