,rewards
0,-5626.635677363956
1,3525.5343344162684
2,3485.782877372578
3,3328.90345419012
4,1134.2565087927505
5,-5044.540732789319
6,-3653.9555829612073
7,10141.95482230559
8,-5203.303441227414
9,4181.961944855051
10,11269.619063878898
11,757.0410486734472
12,6939.92218749295
13,4050.406871787971
14,7532.018415647792
15,2319.119321611477
16,-6944.574653474381
17,-265.60105981933884
18,5801.448320670985
19,-1132.1713021153118
20,-4432.246092891553
21,7638.756423483137
22,-3518.708593641175
23,8061.720179768512
24,2007.3236963439267
25,-1216.307413696777
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,-1075.73112611752
42,-141.20187311200425
43,-802.2850859162863
44,-630.7859969143756
45,-278.71405782713555
46,-297.4060129164718
47,1055.8697561260778
48,-1081.4078725813888
49,-1738.9261742117815
50,-1153.6669023036957
51,9568.74758853903
52,-24802.440260171657
53,-5721.766444540117
54,7406.089341552695
55,-1195.3809568346478
56,0.0
57,0.0
58,789.4334695339203
59,-2264.5757997510955
60,-1282.3297262671404
61,762.3634333610535
