,account_value
0,1098859.0012192726
1,1092520.544698529
2,1099078.0878687534
3,1095551.7545451336
4,1094647.2923816831
5,1093649.6958758298
6,1081084.1264481412
7,1080924.7330877727
8,1078539.5639201317
9,1075618.5556729117
10,1073099.6769048611
11,1071831.9461870193
12,1075932.7840573736
13,1074507.39220008
14,1071466.022145482
15,1074218.7136499095
16,1104171.7362453605
17,1097748.734930785
18,1102556.8898261462
19,1100518.3212894986
20,1095028.4616406427
21,1089521.6025187522
22,1088405.8311304217
23,1073449.0716811311
24,1066835.8353235193
25,1087272.0009914602
26,1088467.7953862443
27,1132288.3149049128
28,1152123.5606000319
29,1155182.2485698946
30,1154027.066742943
31,1154027.066742943
32,1154027.066742943
33,1154027.066742943
34,1154027.066742943
35,1154027.066742943
36,1153499.4159217104
37,1154738.0905727847
38,1155819.949386571
39,1149480.7254100782
40,1146817.6870955452
41,1145026.1328790172
42,1146655.2406626209
43,1145782.1710250124
44,1144905.1849742874
45,1115399.7662596917
46,1126539.8262565855
47,1119773.3553169493
48,1123070.6012261633
49,1129706.2760961775
50,1126376.3266900305
51,1121684.4787376646
52,1130502.342533422
53,1135581.1326592688
54,1134596.949586225
55,1137984.4657567267
56,1136490.892585111
57,1135784.4841349844
58,1133670.0501397375
59,1135463.9079325919
60,1124925.3643801932
61,1117107.9634116415
62,1113919.5092614416
