,rewards
0,-1094.4487004189286
1,4226.931834383169
2,3100.792461410165
3,-4653.8511696399655
4,13762.411191128427
5,-7235.086391480872
6,10447.58111204789
7,-658.6085775245447
8,-1982.351413297234
9,-5350.641921798466
10,11176.603391117882
11,171.16300493176095
12,3393.464261988178
13,1674.6412333729677
14,-4099.617315642536
15,10725.26958581945
16,-5828.406684432412
17,-11796.523493092274
18,-2396.7284104072023
19,5143.1083394978195
20,-8914.34012888209
21,5262.165878998116
22,11153.518887827639
23,-2166.5830439347774
24,-17268.741423769854
25,-13450.662294393172
26,10784.245057740482
27,10813.362410347443
28,30153.683406455675
29,-8882.283969993936
30,9794.42953783786
31,-3624.5787245826796
32,4019.590820139274
33,1218.458282657899
34,20547.989571935963
35,494.24612261820585
36,3030.3244103165343
37,1675.3428864860907
38,8297.898569249548
39,13573.435536221135
40,-602.0025196773931
41,22784.72245546477
42,10688.518952167593
43,-10317.637779585784
44,-6706.640319770202
45,-60718.24344979995
46,10466.714016695507
47,8151.855073355837
48,27279.024298032047
49,-7540.677910124417
50,3340.368858258007
51,-17914.085401179036
52,30768.96873087599
53,-12175.73046995746
54,-25189.357639464783
55,7426.43071256089
56,-26761.170943998033
57,20094.0176100214
58,16103.46765500377
59,11894.375797788613
60,-1004.1357818488032
61,31045.953555654036
