,account_value
0,1236241.5841498375
1,1252436.4652986473
2,1266532.782740683
3,1270560.871161529
4,1269440.8129196598
5,1270440.2128107033
6,1283049.3683383558
7,1286868.8381547274
8,1280171.4430475545
9,1294216.2569797528
10,1295528.7607929397
11,1305878.9856782886
12,1312715.6488365266
13,1308695.3067745098
14,1305244.1705438115
15,1306251.4967970706
16,1320641.234024209
17,1311525.0979083113
18,1291454.4984742333
19,1289029.4419211238
20,1294564.3518635123
21,1268081.5798012363
22,1211135.6589320223
23,1236197.6373435769
24,1237543.6193408612
25,1183117.9568130504
26,1203984.4578114303
27,1218923.0885093932
28,1222874.859789466
29,1229269.2056719917
30,1240390.5376433812
31,1242865.2759149708
32,1234780.187155131
33,1225219.2258492573
34,1228876.8522015119
35,1246126.7146326455
36,1259601.8706126793
37,1245462.3711167716
38,1236567.6606411843
39,1220280.6511295945
40,1220416.7606358444
41,1235874.7911934352
42,1232291.6782572726
43,1235639.974041561
44,1243150.2913224513
45,1265737.4221487308
46,1261126.0595395216
47,1256639.2982084332
48,1250083.1008116505
49,1256182.7362771952
50,1263357.1379723423
51,1243232.1703195493
52,1243591.907575057
53,1235912.0715207865
54,1208261.991298161
55,1184368.935146564
56,1215724.291491942
57,1195977.55139441
58,1192769.7833317542
59,1209067.0256424458
60,1183159.6033992658
61,1199762.182025058
62,1212817.6249910148
