,account_value
0,1415071.492258072
1,1425806.0038194656
2,1409984.1326084137
3,1431205.8183202744
4,1436384.439614296
5,1442618.6179504395
6,1440636.9063653946
7,1445446.511546135
8,1441823.1755056381
9,1442213.660170555
10,1434438.164308548
11,1449648.4221315384
12,1422061.9453115463
13,1391369.3746881485
14,1408253.41943264
15,1406845.1751148405
16,1406845.1751148405
17,1406845.1751148405
18,1406845.1751148405
19,1406845.1751148405
20,1406845.1751148405
21,1406845.1751148405
22,1406845.1751148405
23,1407508.3401755276
24,1406915.5244703717
25,1406331.1445061152
26,1411097.571952576
27,1420079.5710893099
28,1417600.0371765082
29,1416075.0059446758
30,1429552.128871275
31,1438105.3789786922
32,1435107.192555487
33,1441837.5141380054
34,1438440.2823299726
35,1438536.7192122652
36,1454648.1351095126
37,1479071.2756053393
38,1486738.716861107
39,1482637.1829045792
40,1470011.2602799912
41,1468496.4373143693
42,1470672.4584840317
43,1481751.2879327317
44,1488313.2989018937
45,1488027.2346871872
46,1483875.982245781
47,1493994.1266854783
48,1491768.857251503
49,1498649.5936215897
50,1507188.393119194
51,1514812.9935277482
52,1504641.675031044
53,1503137.0444466304
54,1503137.0444466304
55,1503137.0444466304
56,1502656.0923747018
57,1505561.9111078451
58,1504688.584638686
59,1501017.4746732903
60,1501501.1083287192
61,1525750.0079124642
62,1533006.2641632748
