,rewards
0,5913.311806260608
1,-7825.347506715218
2,9582.108141356846
3,-10333.618491870584
4,9110.871614447795
5,-1347.0934155622963
6,-259.81223039585166
7,-180.38264708523639
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,-516.1441182140261
34,2387.00636310596
35,-355.501967048971
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,-461.000257444568
54,133.7340517519042
55,-1014.553919458529
56,-228.49553074804135
57,8170.354798126267
58,-1900.5123574256431
59,5957.858824729919
60,11545.011189756915
61,3745.2224659041967
