,account_value
0,1234347.25
1,1232189.2068924657
2,1232094.385060503
3,1232094.385060503
4,1232094.385060503
5,1232094.385060503
6,1232094.385060503
7,1235114.3238677478
8,1233280.9512854675
9,1238061.0915459413
10,1241190.463275742
11,1240860.888158914
12,1240860.888158914
13,1240860.888158914
14,1240860.888158914
15,1240860.888158914
16,1240860.888158914
17,1240860.888158914
18,1240860.888158914
19,1240860.888158914
20,1240860.888158914
21,1240860.888158914
22,1240730.449459722
23,1241564.4520329414
24,1241359.9280622683
25,1241359.9280622683
26,1241359.9280622683
27,1241359.9280622683
28,1241359.9280622683
29,1241359.9280622683
30,1241359.9280622683
31,1241359.9280622683
32,1241359.9280622683
33,1241359.9280622683
34,1241359.9280622683
35,1241359.9280622683
36,1241359.9280622683
37,1241359.9280622683
38,1241359.9280622683
39,1241359.9280622683
40,1241359.9280622683
41,1241359.9280622683
42,1241359.9280622683
43,1241359.9280622683
44,1241359.9280622683
45,1241359.9280622683
46,1241359.9280622683
47,1241359.9280622683
48,1241359.9280622683
49,1241359.9280622683
50,1241359.9280622683
51,1241359.9280622683
52,1241359.9280622683
53,1241359.9280622683
54,1241359.9280622683
55,1241359.9280622683
56,1241359.9280622683
57,1241359.9280622683
58,1241359.9280622683
59,1241359.9280622683
60,1241359.9280622683
61,1241359.9280622683
62,1241359.9280622683
