,account_value
0,1212817.6411264092
1,1190463.511370066
2,1191818.1788294252
3,1211636.439496072
4,1203598.781624818
5,1213734.2383505257
6,1213110.8761806658
7,1217147.9934728406
8,1235369.3634395814
9,1234133.9946052802
10,1234133.9946052802
11,1234133.9946052802
12,1234133.9946052802
13,1234133.9946052802
14,1234133.9946052802
15,1234133.9946052802
16,1234133.9946052802
17,1234133.9946052802
18,1234133.9946052802
19,1234133.9946052802
20,1234133.9946052802
21,1234133.9946052802
22,1234133.9946052802
23,1234133.9946052802
24,1234133.9946052802
25,1234133.9946052802
26,1234133.9946052802
27,1234133.9946052802
28,1234133.9946052802
29,1234133.9946052802
30,1234133.9946052802
31,1233442.8034795932
32,1236271.5454059092
33,1234004.6546706802
34,1233637.2387154805
35,1233637.2387154805
36,1233637.2387154805
37,1233637.2387154805
38,1233637.2387154805
39,1233637.2387154805
40,1233637.2387154805
41,1233637.2387154805
42,1233637.2387154805
43,1233637.2387154805
44,1233637.2387154805
45,1233637.2387154805
46,1233637.2387154805
47,1234052.7509262548
48,1233921.9314700083
49,1233921.9314700083
50,1233921.9314700083
51,1233921.9314700083
52,1233921.9314700083
53,1233921.9314700083
54,1233921.9314700083
55,1233921.9314700083
56,1233921.9314700083
57,1233921.9314700083
58,1233921.9314700083
59,1233921.9314700083
60,1233921.9314700083
61,1233921.9314700083
62,1233921.9314700083
