,account_value
0,1000000.0
1,1000387.2244522132
2,998780.8646383766
3,992702.5095978061
4,990417.9794673079
5,990084.5242169602
6,989467.2571570646
7,990340.2004373891
8,1010356.3483501032
9,1018947.2620786582
10,1018040.2227589404
11,1009498.6554631053
12,1007958.7835613831
13,1007793.6336329974
14,995172.6650813099
15,1004446.6867667759
16,989806.8803580748
17,992132.3821243274
18,1006295.3462832246
19,1013250.3687566887
20,1000924.6981632959
21,1005694.483462182
22,1003534.1271943242
23,986224.923655548
24,986628.9352279996
25,998198.8146943154
26,993654.9358447538
27,972014.5042001382
28,980138.845934374
29,999024.0113212274
30,1008850.7293899548
31,1008271.4510830953
32,1004429.8706866913
33,1019115.0579812265
34,1010155.9580841158
35,1026146.554313126
36,1041925.2782851417
37,1032447.2211790803
38,1031282.3506575432
39,1043416.5538678372
40,1042042.7520784378
41,1042475.9784460783
42,1043388.4483854524
43,1040294.9208440135
44,1030611.7383744242
45,1036983.883642302
46,1039916.333648234
47,1049619.8443947362
48,1052420.4076933465
49,1051847.3157972624
50,1058081.1288531187
51,1067813.3896511486
52,1075826.52022354
53,1076543.6747876564
54,1075104.1379299767
55,1067908.5673908924
56,1061581.892964969
57,1064221.1718487076
58,1073723.4485248148
59,1079898.002780041
60,1076475.1522829144
61,1083001.8476520143
62,1084551.5722358942
