,rewards
0,4584.710104406811
1,-346.97984617901966
2,10886.615500928834
3,-3547.229510023026
4,13702.937313295435
5,-1553.1856161723845
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,1345.6541199684143
28,-227.5070826052688
29,0.0
30,0.0
31,0.0
32,-7406.377318215789
33,-16831.233348130947
34,-5394.924942088081
35,-624.1566947223619
36,623.2849753377959
37,7674.469262552215
38,-20506.68169584265
39,-576.662816763157
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
