,rewards
0,-12003.578587532043
1,-15821.871211051941
2,21221.685711860657
3,5178.621294021606
4,6234.178336143494
5,-1981.7115850448608
6,4809.605180740356
7,-3623.336040496826
8,390.4846649169922
9,-7775.495862007141
10,15210.257822990417
11,-27586.476819992065
12,-30692.570623397827
13,16884.044744491577
14,-1408.2443177995738
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,663.1650606871117
23,-592.8157051559538
24,-584.3799642564263
25,4766.427446460817
26,8981.999136733823
27,-2479.5339128016494
28,-1525.0312318324577
29,13477.122926599346
30,8553.250107417116
31,-2998.186423205305
32,6730.321582518518
33,-3397.2318080328405
34,96.43688229261898
35,16111.415897247382
36,24423.140495826723
37,7667.441255767597
38,-4101.53395652771
39,-12625.922624588013
40,-1514.8229656219482
41,2176.0211696624756
42,11078.829448699951
43,6562.010969161987
44,-286.0642147064209
45,-4151.25244140625
46,10118.144439697266
47,-2225.2694339752197
48,6880.73637008667
49,8538.79949760437
50,7624.600408554077
51,-10171.318496704102
52,-1504.6305844136514
53,0.0
54,0.0
55,-480.952071928652
56,2905.8187331433874
57,-873.3264691592194
58,-3671.109965395648
59,483.6336554288864
60,24248.89958374505
61,7256.256250810577
