,account_value
0,1169778.1219964027
1,1164327.1642852577
2,1167852.698619674
3,1171338.4814970465
4,1174667.3849512367
5,1175801.6414600294
6,1170757.10072724
7,1167103.1451442789
8,1177245.0999665845
9,1172041.796525357
10,1176223.758470212
11,1187493.377534091
12,1188250.4185827645
13,1195190.3407702574
14,1199240.7476420454
15,1206772.7660576932
16,1209091.8853793046
17,1202147.3107258303
18,1201881.709666011
19,1207683.157986682
20,1206550.9866845666
21,1202118.740591675
22,1209757.4970151582
23,1206238.788421517
24,1214300.5086012855
25,1216307.8322976294
26,1215091.5248839327
27,1215091.5248839327
28,1215091.5248839327
29,1215091.5248839327
30,1215091.5248839327
31,1215091.5248839327
32,1215091.5248839327
33,1215091.5248839327
34,1215091.5248839327
35,1215091.5248839327
36,1215091.5248839327
37,1215091.5248839327
38,1215091.5248839327
39,1215091.5248839327
40,1215091.5248839327
41,1215091.5248839327
42,1214015.7937578151
43,1213874.5918847031
44,1213072.3067987869
45,1212441.5208018725
46,1212162.8067440453
47,1211865.4007311289
48,1212921.270487255
49,1211839.8626146736
50,1210100.9364404618
51,1208947.269538158
52,1218516.017126697
53,1193713.5768665255
54,1187991.8104219853
55,1195397.899763538
56,1194202.5188067034
57,1194202.5188067034
58,1194202.5188067034
59,1194991.9522762373
60,1192727.3764764862
61,1191445.046750219
62,1192207.4101835801
