,account_value
0,1332845.8565979004
1,1346563.4469337258
2,1338738.0994270106
3,1348320.2075683675
4,1337986.589076497
5,1347097.4606909447
6,1345750.3672753824
7,1345490.5550449865
8,1345310.1723979013
9,1345310.1723979013
10,1345310.1723979013
11,1345310.1723979013
12,1345310.1723979013
13,1345310.1723979013
14,1345310.1723979013
15,1345310.1723979013
16,1345310.1723979013
17,1345310.1723979013
18,1345310.1723979013
19,1345310.1723979013
20,1345310.1723979013
21,1345310.1723979013
22,1345310.1723979013
23,1345310.1723979013
24,1345310.1723979013
25,1345310.1723979013
26,1345310.1723979013
27,1345310.1723979013
28,1345310.1723979013
29,1345310.1723979013
30,1345310.1723979013
31,1345310.1723979013
32,1345310.1723979013
33,1345310.1723979013
34,1344794.0282796873
35,1347181.0346427932
36,1346825.5326757443
37,1346825.5326757443
38,1346825.5326757443
39,1346825.5326757443
40,1346825.5326757443
41,1346825.5326757443
42,1346825.5326757443
43,1346825.5326757443
44,1346825.5326757443
45,1346825.5326757443
46,1346825.5326757443
47,1346825.5326757443
48,1346825.5326757443
49,1346825.5326757443
50,1346825.5326757443
51,1346825.5326757443
52,1346825.5326757443
53,1346825.5326757443
54,1346364.5324182997
55,1346498.2664700516
56,1345483.712550593
57,1345255.217019845
58,1353425.5718179713
59,1351525.0594605457
60,1357482.9182852756
61,1369027.9294750325
62,1372773.1519409367
